row_id,document,token,label
343,7,343,O
344,7,344,O
345,7,345,O
346,7,346,O
347,7,347,O
348,7,348,O
349,7,349,O
350,7,350,O
351,7,351,O
352,7,352,O
353,7,353,O
354,7,354,O
355,7,355,O
356,7,356,O
357,7,357,O
358,7,358,O
359,7,359,O
360,7,360,O
361,7,361,O
362,7,362,O
363,7,363,O
364,7,364,O
365,7,365,O
366,7,366,O
367,7,367,O
368,7,368,O
369,7,369,O
370,7,370,O
371,7,371,O
372,7,372,O
373,7,373,O
374,7,374,O
375,7,375,O
376,7,376,O
377,7,377,O
378,7,378,O
379,7,379,O
380,7,380,O
381,7,381,O
382,7,382,O
383,7,383,O
384,7,384,O
385,7,385,O
386,7,386,O
387,7,387,O
388,7,388,O
389,7,389,O
390,7,390,O
391,7,391,O
392,7,392,O
393,7,393,O
394,7,394,O
395,7,395,O
396,7,396,O
397,7,397,O
398,7,398,O
399,7,399,O
400,7,400,O
401,7,401,O
402,7,402,O
403,7,403,O
404,7,404,O
405,7,405,O
406,7,406,O
407,7,407,O
408,7,408,O
409,7,409,O
410,7,410,O
411,7,411,O
412,7,412,O
413,7,413,O
414,7,414,O
415,7,415,O
416,7,416,O
417,7,417,O
418,7,418,O
419,7,419,O
420,7,420,O
421,7,421,O
422,7,422,O
423,7,423,O
424,7,424,O
425,7,425,O
426,7,426,O
427,7,427,O
428,7,428,O
429,7,429,O
430,7,430,O
431,7,431,O
432,7,432,O
433,7,433,O
434,7,434,O
435,7,435,O
436,7,436,O
437,7,437,O
438,7,438,O
439,7,439,O
440,7,440,O
441,7,441,O
442,7,442,O
443,7,443,O
444,7,444,O
445,7,445,O
446,7,446,O
447,7,447,O
448,7,448,O
449,7,449,O
450,7,450,O
451,7,451,O
452,7,452,O
453,7,453,O
454,7,454,O
455,7,455,O
456,7,456,O
457,7,457,O
458,7,458,O
459,7,459,O
460,7,460,O
461,7,461,O
462,7,462,O
463,7,463,O
464,7,464,O
465,7,465,O
466,7,466,O
467,7,467,O
468,7,468,O
469,7,469,O
470,7,470,O
471,7,471,O
472,7,472,O
473,7,473,O
474,7,474,O
475,7,475,O
476,7,476,O
477,7,477,O
478,7,478,O
479,7,479,O
480,7,480,O
481,7,481,O
482,7,482,B-NAME_STUDENT
483,7,483,I-NAME_STUDENT
484,7,484,O
485,7,485,O
486,7,486,O
487,7,487,O
488,7,488,O
489,7,489,O
490,7,490,O
491,7,491,O
492,7,492,O
493,7,493,O
494,7,494,O
495,7,495,O
496,7,496,O
497,7,497,O
498,7,498,O
499,7,499,O
500,7,500,O
501,7,501,O
502,7,502,O
503,7,503,O
504,7,504,O
505,7,505,O
506,7,506,O
507,7,507,O
508,7,508,O
509,7,509,O
510,7,510,O
511,7,511,O
512,7,512,O
513,7,513,O
514,7,514,O
515,7,515,O
516,7,516,O
517,7,517,O
518,7,518,O
519,7,519,O
520,7,520,O
521,7,521,O
522,7,522,O
523,7,523,O
524,7,524,O
525,7,525,O
526,7,526,O
527,7,527,O
528,7,528,O
529,7,529,O
530,7,530,O
531,7,531,O
532,7,532,O
533,7,533,O
534,7,534,O
535,7,535,O
536,7,536,O
537,7,537,O
538,7,538,O
539,7,539,O
540,7,540,O
541,7,541,O
542,7,542,O
543,7,543,O
544,7,544,O
545,7,545,O
546,7,546,O
547,7,547,O
548,7,548,O
549,7,549,O
550,7,550,O
551,7,551,O
552,7,552,O
553,7,553,O
554,7,554,O
555,7,555,O
556,7,556,O
557,7,557,O
558,7,558,O
559,7,559,O
560,7,560,O
561,7,561,O
562,7,562,O
563,7,563,O
564,7,564,O
565,7,565,O
566,7,566,O
567,7,567,O
568,7,568,O
569,7,569,O
570,7,570,O
571,7,571,O
572,7,572,O
573,7,573,O
574,7,574,O
575,7,575,O
576,7,576,O
577,7,577,O
578,7,578,O
579,7,579,O
580,7,580,O
581,7,581,O
582,7,582,O
583,7,583,O
584,7,584,O
585,7,585,O
586,7,586,O
587,7,587,O
588,7,588,O
589,7,589,O
590,7,590,O
591,7,591,O
592,7,592,O
593,7,593,O
594,7,594,O
595,7,595,O
596,7,596,O
597,7,597,O
598,7,598,O
599,7,599,O
600,7,600,O
601,7,601,O
602,7,602,O
603,7,603,O
604,7,604,O
605,7,605,O
606,7,606,O
607,7,607,O
608,7,608,O
609,7,609,O
610,7,610,O
611,7,611,O
612,7,612,O
613,7,613,O
614,7,614,O
615,7,615,O
616,7,616,O
617,7,617,O
618,7,618,O
619,7,619,O
620,7,620,O
621,7,621,O
622,7,622,O
623,7,623,O
624,7,624,O
625,7,625,O
626,7,626,O
627,7,627,O
628,7,628,O
629,7,629,O
630,7,630,O
631,7,631,O
632,7,632,O
633,7,633,O
634,7,634,O
635,7,635,O
636,7,636,O
637,7,637,O
638,7,638,O
639,7,639,O
640,7,640,O
641,7,641,O
642,7,642,O
643,7,643,O
644,7,644,O
645,7,645,O
646,7,646,O
647,7,647,O
648,7,648,O
649,7,649,O
650,7,650,O
651,7,651,O
652,7,652,O
653,7,653,O
654,7,654,O
655,7,655,O
656,7,656,O
657,7,657,O
658,7,658,O
659,7,659,O
660,7,660,O
661,7,661,O
662,7,662,O
663,7,663,O
664,7,664,O
665,7,665,O
666,7,666,O
667,7,667,O
668,7,668,O
669,7,669,O
670,7,670,O
671,7,671,O
672,7,672,O
673,7,673,O
674,7,674,O
675,7,675,O
676,7,676,O
677,7,677,O
678,7,678,O
679,7,679,O
680,7,680,O
681,7,681,O
682,7,682,O
683,7,683,O
684,7,684,O
685,7,685,O
686,7,686,O
687,7,687,O
688,7,688,O
689,7,689,O
690,7,690,O
691,7,691,O
692,7,692,O
693,7,693,O
694,7,694,O
695,7,695,O
696,7,696,O
697,7,697,O
698,7,698,O
699,7,699,O
700,7,700,O
701,7,701,O
702,7,702,O
703,7,703,O
704,7,704,O
705,7,705,O
706,7,706,O
707,7,707,O
708,7,708,O
709,7,709,O
710,7,710,O
711,7,711,O
712,7,712,O
713,7,713,O
714,7,714,O
715,7,715,O
716,7,716,O
717,7,717,O
718,7,718,O
719,7,719,O
720,7,720,O
721,7,721,O
722,7,722,O
723,7,723,O
724,7,724,O
725,7,725,O
726,7,726,O
727,7,727,O
728,7,728,O
729,7,729,O
730,7,730,O
731,7,731,O
732,7,732,O
733,7,733,O
734,7,734,O
735,7,735,O
736,7,736,O
737,7,737,O
738,7,738,O
739,7,739,O
740,7,740,O
741,7,741,B-NAME_STUDENT
742,7,742,I-NAME_STUDENT
743,7,743,O
744,7,744,O
745,7,745,O
746,7,746,O
747,7,747,O
748,7,748,O
749,7,749,O
750,7,750,O
751,7,751,O
752,7,752,O
753,7,0,O
754,7,1,O
755,7,2,O
756,7,3,O
757,7,4,O
758,7,5,O
759,7,6,O
760,7,7,O
761,7,8,O
762,7,9,B-NAME_STUDENT
763,7,10,I-NAME_STUDENT
764,7,11,O
765,7,12,O
766,7,13,O
767,7,14,O
768,7,15,O
769,7,16,O
770,7,17,O
771,7,18,O
772,7,19,O
773,7,20,O
774,7,21,O
775,7,22,O
776,7,23,O
777,7,24,O
778,7,25,O
779,7,26,O
780,7,27,O
781,7,28,O
782,7,29,O
783,7,30,O
784,7,31,O
785,7,32,O
786,7,33,O
787,7,34,O
788,7,35,O
789,7,36,O
790,7,37,O
791,7,38,O
792,7,39,O
793,7,40,O
794,7,41,O
795,7,42,O
796,7,43,O
797,7,44,O
798,7,45,O
799,7,46,O
800,7,47,O
801,7,48,O
802,7,49,O
803,7,50,O
804,7,51,O
805,7,52,O
806,7,53,O
807,7,54,O
808,7,55,O
809,7,56,O
810,7,57,O
811,7,58,O
812,7,59,O
813,7,60,O
814,7,61,O
815,7,62,O
816,7,63,O
817,7,64,O
818,7,65,O
819,7,66,O
820,7,67,O
821,7,68,O
822,7,69,O
823,7,70,O
824,7,71,O
825,7,72,O
826,7,73,O
827,7,74,O
828,7,75,O
829,7,76,O
830,7,77,O
831,7,78,O
832,7,79,O
833,7,80,O
834,7,81,O
835,7,82,O
836,7,83,O
837,7,84,O
838,7,85,O
839,7,86,O
840,7,87,O
841,7,88,O
842,7,89,O
843,7,90,O
844,7,91,O
845,7,92,O
846,7,93,O
847,7,94,O
848,7,95,O
849,7,96,O
850,7,97,O
851,7,98,O
852,7,99,O
853,7,100,O
854,7,101,O
855,7,102,O
856,7,103,O
857,7,104,O
858,7,105,O
859,7,106,O
860,7,107,O
861,7,108,O
862,7,109,O
863,7,110,O
864,7,111,O
865,7,112,O
866,7,113,O
867,7,114,O
868,7,115,O
869,7,116,O
870,7,117,O
871,7,118,O
872,7,119,O
873,7,120,O
874,7,121,O
875,7,122,O
876,7,123,O
877,7,124,O
878,7,125,O
879,7,126,O
880,7,127,O
881,7,128,O
882,7,129,O
883,7,130,O
884,7,131,O
885,7,132,O
886,7,133,O
887,7,134,O
888,7,135,O
889,7,136,O
890,7,137,O
891,7,138,O
892,7,139,O
893,7,140,O
894,7,141,O
895,7,142,O
896,7,143,O
897,7,144,O
898,7,145,O
899,7,146,O
900,7,147,O
901,7,148,O
902,7,149,O
903,7,150,O
904,7,151,O
905,7,152,O
906,7,153,O
907,7,154,O
908,7,155,O
909,7,156,O
910,7,157,O
911,7,158,O
912,7,159,O
913,7,160,O
914,7,161,O
915,7,162,O
916,7,163,O
917,7,164,O
918,7,165,O
919,7,166,O
920,7,167,O
921,7,168,O
922,7,169,O
923,7,170,O
924,7,171,O
925,7,172,O
926,7,173,O
927,7,174,O
928,7,175,O
929,7,176,O
930,7,177,O
931,7,178,O
932,7,179,O
933,7,180,O
934,7,181,O
935,7,182,O
936,7,183,O
937,7,184,O
938,7,185,O
939,7,186,O
940,7,187,O
941,7,188,O
942,7,189,O
943,7,190,O
944,7,191,O
945,7,192,O
946,7,193,O
947,7,194,O
948,7,195,O
949,7,196,O
950,7,197,O
951,7,198,O
952,7,199,O
953,7,200,O
954,7,201,O
955,7,202,O
956,7,203,O
957,7,204,O
958,7,205,O
959,7,206,O
960,7,207,O
961,7,208,O
962,7,209,O
963,7,210,O
964,7,211,O
965,7,212,O
966,7,213,O
967,7,214,O
968,7,215,O
969,7,216,O
970,7,217,O
971,7,218,O
972,7,219,O
973,7,220,O
974,7,221,O
975,7,222,O
976,7,223,O
977,7,224,O
978,7,225,O
979,7,226,O
980,7,227,O
981,7,228,O
982,7,229,O
983,7,230,O
984,7,231,O
985,7,232,O
986,7,233,O
987,7,234,O
988,7,235,O
989,7,236,O
990,7,237,O
991,7,238,O
992,7,239,O
993,7,240,O
994,7,241,O
995,7,242,O
996,7,243,O
997,7,244,O
998,7,245,O
999,7,246,O
